"Gender","Family","Height","Father","Mother","adjHeight","midParent"
"male",107,69,69,66,66.4086945337621,67.5
"male",107,69,69,66,66.4086945337621,67.5
"female",107,66.5,69,66,69.2286945337621,67.5
"female",107,65.5,69,66,68.1486945337621,67.5
"female",107,65.5,69,66,68.1486945337621,67.5
"female",107,65,69,66,67.6086945337621,67.5
"female",107,64,69,66,66.5286945337621,67.5
"male",108,70,69,65,67.4086945337621,67
"male",108,68.5,69,65,65.9086945337621,67
"male",108,67,69,65,64.4086945337621,67
"female",108,65,69,65,67.6086945337621,67
"female",108,64,69,65,66.5286945337621,67
"female",108,63.5,69,65,65.9886945337621,67
"female",108,61,69,65,63.2886945337621,67
"male",109,69.7,69.5,64.5,67.1086945337621,67
"male",109,68,69.5,64.5,65.4086945337621,67
"male",109,60,69.5,64.5,57.4086945337621,67
"female",109,65.2,69.5,64.5,67.8246945337621,67
"female",109,64.5,69.5,64.5,67.0686945337621,67
"female",109,63.7,69.5,64.5,66.2046945337621,67
"female",109,60,69.5,64.5,62.2086945337621,67
"male",110,71.7,69.2,64,69.1086945337621,66.6
"male",110,66.5,69.2,64,63.9086945337621,66.6
"female",110,65,69.2,64,67.6086945337621,66.6
"female",110,63.5,69.2,64,65.9886945337621,66.6
"female",111,65.5,69,63.5,68.1486945337621,66.25
"male",112,69,69,63,66.4086945337621,66
"female",112,67.5,69,63,70.3086945337621,66
"female",112,63.5,69,63,65.9886945337621,66
"male",113,72,69,63,69.4086945337621,66
"male",114,73,69,63,70.4086945337621,66
"male",114,70,69,63,67.4086945337621,66
"male",114,70,69,63,67.4086945337621,66
"male",114,64,69,63,61.4086945337621,66
"female",114,66,69,63,68.6886945337621,66
"female",114,62,69,63,64.3686945337621,66
"male",115,70.5,69,63.5,67.9086945337621,66.25
"male",115,67,69,63.5,64.4086945337621,66.25
"male",115,66,69,63.5,63.4086945337621,66.25
"female",115,65,69,63.5,67.6086945337621,66.25
"female",115,63,69,63.5,65.4486945337621,66.25
"female",115,62,69,63.5,64.3686945337621,66.25
"female",115,61,69,63.5,63.2886945337621,66.25
"male",116,70.5,69,63.5,67.9086945337621,66.25
"female",116,63.7,69,63.5,66.2046945337621,66.25
"female",116,63,69,63.5,65.4486945337621,66.25
"female",117,62.5,69.7,62,64.9086945337621,65.85
"male",118,73,69.5,62,70.4086945337621,65.75
"male",118,72,69.5,62,69.4086945337621,65.75
"male",118,69,69.5,62,66.4086945337621,65.75
"male",119,73,69,62,70.4086945337621,65.5
"male",119,71,69,62,68.4086945337621,65.5
"male",119,71,69,62,68.4086945337621,65.5
"male",119,69,69,62,66.4086945337621,65.5
"female",119,63,69,62,65.4486945337621,65.5
"male",120,72,69.5,62,69.4086945337621,65.75
"male",120,70,69.5,62,67.4086945337621,65.75
"male",120,67.8,69.5,62,65.2086945337621,65.75
"female",120,65.2,69.5,62,67.8246945337621,65.75
"female",120,64.7,69.5,62,67.2846945337621,65.75
"female",120,64.5,69.5,62,67.0686945337621,65.75
"female",120,63.5,69.5,62,65.9886945337621,65.75
"female",120,63.5,69.5,62,65.9886945337621,65.75
"female",120,62.5,69.5,62,64.9086945337621,65.75
"female",120,62,69.5,62,64.3686945337621,65.75
"female",120,61.5,69.5,62,63.8286945337621,65.75
"male",121,71,69,62.5,68.4086945337621,65.75
"male",121,70,69,62.5,67.4086945337621,65.75
"male",121,70,69,62.5,67.4086945337621,65.75
"male",121,69,69,62.5,66.4086945337621,65.75
"female",121,63.5,69,62.5,65.9886945337621,65.75
"female",121,62.5,69,62.5,64.9086945337621,65.75
"female",121,62.5,69,62.5,64.9086945337621,65.75
"female",121,62,69,62.5,64.3686945337621,65.75
"male",122,72,69,62,69.4086945337621,65.5
"male",122,68,69,62,65.4086945337621,65.5
"female",122,66,69,62,68.6886945337621,65.5
"female",122,66,69,62,68.6886945337621,65.5
"male",123,70,69.5,61,67.4086945337621,65.25
"male",123,69.5,69.5,61,66.9086945337621,65.25
"male",123,69,69.5,61,66.4086945337621,65.25
"female",123,63,69.5,61,65.4486945337621,65.25
"female",123,62,69.5,61,64.3686945337621,65.25
"male",124,68,69,61,65.4086945337621,65
"male",124,68,69,61,65.4086945337621,65
"male",124,67.5,69,61,64.9086945337621,65
"male",124,64,69,61,61.4086945337621,65
"male",124,63,69,61,60.4086945337621,65
"male",124,63,69,61,60.4086945337621,65
"female",124,63.5,69,61,65.9886945337621,65
"female",124,62,69,61,64.3686945337621,65
"female",124,62,69,61,64.3686945337621,65
"male",125,70.5,69,60,67.9086945337621,64.5
"female",125,68,69,60,70.8486945337621,64.5
"female",125,62.5,69,60,64.9086945337621,64.5
"male",126,69,69,60,66.4086945337621,64.5
"male",126,66,69,60,63.4086945337621,64.5
"female",126,61.7,69,60,64.0446945337621,64.5
"female",126,60.5,69,60,62.7486945337621,64.5
"male",127,69.5,69,60.5,66.9086945337621,64.75
"male",128,71,68.7,70.5,68.4086945337621,69.6
"female",128,61.7,68.7,70.5,64.0446945337621,69.6
"male",129,73,68.5,67,70.4086945337621,67.75
"male",129,71,68.5,67,68.4086945337621,67.75
"female",129,67,68.5,67,69.7686945337621,67.75
"male",130,70,68.5,66.5,67.4086945337621,67.5
"male",130,69,68.5,66.5,66.4086945337621,67.5
"male",130,69,68.5,66.5,66.4086945337621,67.5
"male",130,68.7,68.5,66.5,66.1086945337621,67.5
"male",130,68.5,68.5,66.5,65.9086945337621,67.5
"male",130,68.5,68.5,66.5,65.9086945337621,67.5
"male",130,68,68.5,66.5,65.4086945337621,67.5
"male",130,68,68.5,66.5,65.4086945337621,67.5
"male",130,68,68.5,66.5,65.4086945337621,67.5
"male",130,66.2,68.5,66.5,63.6086945337621,67.5
"female",130,63.2,68.5,66.5,65.6646945337621,67.5
"male",131,67.5,68,65,64.9086945337621,66.5
"male",131,66,68,65,63.4086945337621,66.5
"male",132,66,68,65.5,63.4086945337621,66.75
"female",132,64,68,65.5,66.5286945337621,66.75
"male",133,71.7,68,65.5,69.1086945337621,66.75
"male",133,71.5,68,65.5,68.9086945337621,66.75
"male",133,70.7,68,65.5,68.1086945337621,66.75
"male",133,65.5,68,65.5,62.9086945337621,66.75
"female",133,66.5,68,65.5,69.2286945337621,66.75
"female",133,65.2,68,65.5,67.8246945337621,66.75
"female",133,61.5,68,65.5,63.8286945337621,66.75
"male",134,72,68,65,69.4086945337621,66.5
"male",134,72,68,65,69.4086945337621,66.5
"female",134,68,68,65,70.8486945337621,66.5
"female",134,66,68,65,68.6886945337621,66.5
"male",135,69.2,68.5,65,66.6086945337621,66.75
"male",135,68,68.5,65,65.4086945337621,66.75
"male",135,66,68.5,65,63.4086945337621,66.75
"male",135,66,68.5,65,63.4086945337621,66.75
"female",135,62,68.5,65,64.3686945337621,66.75
"female",135,61.5,68.5,65,63.8286945337621,66.75
"female",135,61,68.5,65,63.2886945337621,66.75
"female",135,60,68.5,65,62.2086945337621,66.75
"male",136,71,68,64,68.4086945337621,66
"male",136,68,68,64,65.4086945337621,66
"male",136,68,68,64,65.4086945337621,66
"male",136,67,68,64,64.4086945337621,66
"female",136,65,68,64,67.6086945337621,66
"female",136,64,68,64,66.5286945337621,66
"female",136,63,68,64,65.4486945337621,66
"female",136,63,68,64,65.4486945337621,66
"female",136,62,68,64,64.3686945337621,66
"female",136,61,68,64,63.2886945337621,66
"male",137,66,68,64,63.4086945337621,66
"male",137,63,68,64,60.4086945337621,66
"female",137,65.5,68,64,68.1486945337621,66
"female",137,62,68,64,64.3686945337621,66
"male",138,71.2,68,64,68.6086945337621,66
"male",138,71.2,68,64,68.6086945337621,66
"male",138,69,68,64,66.4086945337621,66
"male",138,68.5,68,64,65.9086945337621,66
"female",138,62.5,68,64,64.9086945337621,66
"female",139,62,68,64.5,64.3686945337621,66.25
"male",140,69,68,64,66.4086945337621,66
"male",140,67,68,64,64.4086945337621,66
"male",140,66,68,64,63.4086945337621,66
"female",140,66,68,64,68.6886945337621,66
"female",140,66,68,64,68.6886945337621,66
"female",140,65,68,64,67.6086945337621,66
"female",140,65,68,64,67.6086945337621,66
"female",140,65,68,64,67.6086945337621,66
"female",140,64,68,64,66.5286945337621,66
"female",140,63,68,64,65.4486945337621,66
"male",141,70.5,68,63,67.9086945337621,65.5
"male",141,70,68,63,67.4086945337621,65.5
"male",141,68,68,63,65.4086945337621,65.5
"male",141,66,68,63,63.4086945337621,65.5
"male",141,66,68,63,63.4086945337621,65.5
"female",141,66,68,63,68.6886945337621,65.5
"female",141,62,68,63,64.3686945337621,65.5
"female",141,61.5,68,63,63.8286945337621,65.5
"male",142,73.5,68.5,63.5,70.9086945337621,66
"male",142,70,68.5,63.5,67.4086945337621,66
"male",142,69.5,68.5,63.5,66.9086945337621,66
"female",142,65.5,68.5,63.5,68.1486945337621,66
"male",143,67,68,63,64.4086945337621,65.5
"male",144,70,68,63,67.4086945337621,65.5
"male",144,68,68,63,65.4086945337621,65.5
"female",144,64.5,68,63,67.0686945337621,65.5
"female",144,64,68,63,66.5286945337621,65.5
"male",145,71,68,63,68.4086945337621,65.5
"male",145,68,68,63,65.4086945337621,65.5
"male",145,66,68,63,63.4086945337621,65.5
"male",145,65.5,68,63,62.9086945337621,65.5
"male",145,65,68,63,62.4086945337621,65.5
"female",145,63,68,63,65.4486945337621,65.5
"female",145,62,68,63,64.3686945337621,65.5
"female",145,62,68,63,64.3686945337621,65.5
"male",146,67,68,63,64.4086945337621,65.5
"male",146,67,68,63,64.4086945337621,65.5
"male",146,66,68,63,63.4086945337621,65.5
"female",146,64,68,63,66.5286945337621,65.5
"female",146,63.5,68,63,65.9886945337621,65.5
"female",146,61,68,63,63.2886945337621,65.5
"male",147,68.2,68.5,63.5,65.6086945337621,66
"male",148,70,68,63,67.4086945337621,65.5
"male",149,70,68.2,63.5,67.4086945337621,65.85
"male",149,69,68.2,63.5,66.4086945337621,65.85
"male",149,67,68.2,63.5,64.4086945337621,65.85
"male",149,65.5,68.2,63.5,62.9086945337621,65.85
"female",149,64.5,68.2,63.5,67.0686945337621,65.85
"male",150,68.5,68,62.5,65.9086945337621,65.25
"male",151,67.7,68.7,62,65.1086945337621,65.35
"female",151,61.7,68.7,62,64.0446945337621,65.35
"male",152,66.5,68,62.5,63.9086945337621,65.25
"male",153,68.5,68,61,65.9086945337621,64.5
"male",153,68,68,61,65.4086945337621,64.5
"male",153,64,68,61,61.4086945337621,64.5
"female",153,63.5,68,61,65.9886945337621,64.5
"female",153,63,68,61,65.4486945337621,64.5
"male",154,66.7,68,60.2,64.1086945337621,64.1
"male",155,64,68,60,61.4086945337621,64
"female",155,61,68,60,63.2886945337621,64
"female",155,61,68,60,63.2886945337621,64
"female",155,60,68,60,62.2086945337621,64
"female",155,60,68,60,62.2086945337621,64
"female",155,60,68,60,62.2086945337621,64
"female",155,56,68,60,57.8886945337621,64
"male",156,67.5,68,60,64.9086945337621,64
"male",156,67,68,60,64.4086945337621,64
"male",156,66.5,68,60,63.9086945337621,64
"female",156,60,68,60,62.2086945337621,64
"male",157,69,68.5,59,66.4086945337621,63.75
"male",158,68,68,59,65.4086945337621,63.5
"male",158,65,68,59,62.4086945337621,63.5
"male",158,64.7,68,59,62.1086945337621,63.5
"male",158,64,68,59,61.4086945337621,63.5
"male",158,64,68,59,61.4086945337621,63.5
"male",158,63,68,59,60.4086945337621,63.5
"female",158,65,68,59,67.6086945337621,63.5
"female",158,65,68,59,67.6086945337621,63.5
"female",158,62,68,59,64.3686945337621,63.5
"female",158,61,68,59,63.2886945337621,63.5
"male",159,72.7,67,66.2,70.1086945337621,66.6
"male",159,72.7,67,66.2,70.1086945337621,66.6
"male",159,71.5,67,66.2,68.9086945337621,66.6
"female",159,65.5,67,66.2,68.1486945337621,66.6
"female",159,63.5,67,66.2,65.9886945337621,66.6
"male",160,71,67,66.5,68.4086945337621,66.75
"male",161,73,67,66,70.4086945337621,66.5
"male",161,71,67,66,68.4086945337621,66.5
"male",161,70.5,67,66,67.9086945337621,66.5
"male",161,70,67,66,67.4086945337621,66.5
"male",161,69,67,66,66.4086945337621,66.5
"female",161,68,67,66,70.8486945337621,66.5
"female",161,65.5,67,66,68.1486945337621,66.5
"female",161,62,67,66,64.3686945337621,66.5
"male",162,69.7,67,65,67.1086945337621,66
"male",162,67.5,67,65,64.9086945337621,66
"female",162,65.5,67,65,68.1486945337621,66
"female",162,65,67,65,67.6086945337621,66
"female",162,64.5,67,65,67.0686945337621,66
"female",162,63.5,67,65,65.9886945337621,66
"male",163,70,67,65.5,67.4086945337621,66.25
"male",163,69,67,65.5,66.4086945337621,66.25
"female",163,65.5,67,65.5,68.1486945337621,66.25
"female",163,65.5,67,65.5,68.1486945337621,66.25
"female",163,63,67,65.5,65.4486945337621,66.25
"male",164,70,67,65.5,67.4086945337621,66.25
"male",164,67.7,67,65.5,65.1086945337621,66.25
"female",164,63,67,65.5,65.4486945337621,66.25
"female",164,60,67,65.5,62.2086945337621,66.25
"male",165,65,67,65,62.4086945337621,66
"female",165,62,67,65,64.3686945337621,66
"female",165,62,67,65,64.3686945337621,66
"male",166,71,67.5,65,68.4086945337621,66.25
"male",166,69,67.5,65,66.4086945337621,66.25
"female",166,64,67.5,65,66.5286945337621,66.25
"female",166,64,67.5,65,66.5286945337621,66.25
"female",166,63,67.5,65,65.4486945337621,66.25
"female",166,63,67.5,65,65.4486945337621,66.25
"female",166,63,67.5,65,65.4486945337621,66.25
"female",166,63,67.5,65,65.4486945337621,66.25
"female",166,63,67.5,65,65.4486945337621,66.25
"female",166,62.5,67.5,65,64.9086945337621,66.25
"female",166,62,67.5,65,64.3686945337621,66.25
"male",167,71.5,67,64,68.9086945337621,65.5
"male",167,70,67,64,67.4086945337621,65.5
"male",167,67,67,64,64.4086945337621,65.5
"male",167,67,67,64,64.4086945337621,65.5
"male",168,71,67,63.5,68.4086945337621,65.25
"male",168,70.2,67,63.5,67.6086945337621,65.25
"male",168,69.2,67,63.5,66.6086945337621,65.25
"male",168,68.5,67,63.5,65.9086945337621,65.25
"male",168,68,67,63.5,65.4086945337621,65.25
"male",168,67,67,63.5,64.4086945337621,65.25
"male",168,65.5,67,63.5,62.9086945337621,65.25
"female",168,63.5,67,63.5,65.9886945337621,65.25
"male",169,69,67,63,66.4086945337621,65
"male",169,68,67,63,65.4086945337621,65
"female",169,63,67,63,65.4486945337621,65
"male",170,70,67.5,62,67.4086945337621,64.75
"male",170,69.5,67.5,62,66.9086945337621,64.75
"male",170,69,67.5,62,66.4086945337621,64.75
"male",170,68.5,67.5,62,65.9086945337621,64.75
"female",170,66,67.5,62,68.6886945337621,64.75
"male",171,67,67,61,64.4086945337621,64
"male",172,70.5,66,67,67.9086945337621,66.5
"male",172,70.5,66,67,67.9086945337621,66.5
"male",172,67,66,67,64.4086945337621,66.5
"male",172,66,66,67,63.4086945337621,66.5
"male",172,66,66,67,63.4086945337621,66.5
"female",172,62,66,67,64.3686945337621,66.5
"female",172,62,66,67,64.3686945337621,66.5
"female",172,61.5,66,67,63.8286945337621,66.5
"male",173,72,66,67,69.4086945337621,66.5
"male",173,65,66,67,62.4086945337621,66.5
"male",173,65,66,67,62.4086945337621,66.5
"female",173,67,66,67,69.7686945337621,66.5
"female",173,64,66,67,66.5286945337621,66.5
"female",173,64,66,67,66.5286945337621,66.5
"female",173,62,66,67,64.3686945337621,66.5
"female",173,60,66,67,62.2086945337621,66.5
"female",173,60,66,67,62.2086945337621,66.5
"male",174,66,66,66,63.4086945337621,66
"male",174,65,66,66,62.4086945337621,66
"female",174,67,66,66,69.7686945337621,66
"female",174,66.5,66,66,69.2286945337621,66
"female",174,65.5,66,66,68.1486945337621,66
"male",175,72,66,66,69.4086945337621,66
"male",175,68,66,66,65.4086945337621,66
"female",175,66,66,66,68.6886945337621,66
"female",175,65,66,66,67.6086945337621,66
"female",175,62,66,66,64.3686945337621,66
"female",175,61,66,66,63.2886945337621,66
"male",176,68.7,66.5,65,66.1086945337621,65.75
"male",176,68.5,66.5,65,65.9086945337621,65.75
"male",176,66.5,66.5,65,63.9086945337621,65.75
"male",176,64.5,66.5,65,61.9086945337621,65.75
"female",176,62.5,66.5,65,64.9086945337621,65.75
"female",176,60.5,66.5,65,62.7486945337621,65.75
"female",176,60.5,66.5,65,62.7486945337621,65.75
"female",176,57.5,66.5,65,59.5086945337621,65.75
"male",177,72,66,65.5,69.4086945337621,65.75
"male",177,71,66,65.5,68.4086945337621,65.75
"male",177,67,66,65.5,64.4086945337621,65.75
"female",177,66,66,65.5,68.6886945337621,65.75
"female",177,65,66,65.5,67.6086945337621,65.75
"male",178,70,66,63,67.4086945337621,64.5
"female",179,64.5,66,63.5,67.0686945337621,64.75
"female",179,62,66,63.5,64.3686945337621,64.75
"male",180,67.2,66.5,63,64.6086945337621,64.75
"male",180,67,66.5,63,64.4086945337621,64.75
"male",180,65,66.5,63,62.4086945337621,64.75
"female",180,65,66.5,63,67.6086945337621,64.75
"female",180,65,66.5,63,67.6086945337621,64.75
"female",180,63,66.5,63,65.4486945337621,64.75
"male",181,70,66.5,62.5,67.4086945337621,64.5
"male",181,68,66.5,62.5,65.4086945337621,64.5
"female",181,63.5,66.5,62.5,65.9886945337621,64.5
"female",181,62.5,66.5,62.5,64.9086945337621,64.5
"female",181,62.5,66.5,62.5,64.9086945337621,64.5
"female",181,62.5,66.5,62.5,64.9086945337621,64.5
"female",181,62.5,66.5,62.5,64.9086945337621,64.5
"male",182,70,66,61.5,67.4086945337621,63.75
"male",183,68,66,60,65.4086945337621,63
"male",183,67,66,60,64.4086945337621,63
"male",183,65,66,60,62.4086945337621,63
"female",183,60,66,60,62.2086945337621,63
"male",184,65,66,60,62.4086945337621,63
"male",185,68,66,59,65.4086945337621,62.5
"male",185,67,66,59,64.4086945337621,62.5
"male",185,66.5,66,59,63.9086945337621,62.5
"male",185,66,66,59,63.4086945337621,62.5
"male",185,65.7,66,59,63.1086945337621,62.5
"male",185,65.5,66,59,62.9086945337621,62.5
"male",185,65,66,59,62.4086945337621,62.5
"female",185,65,66,59,67.6086945337621,62.5
"female",185,64,66,59,66.5286945337621,62.5
"female",185,63,66,59,65.4486945337621,62.5
"female",185,62,66,59,64.3686945337621,62.5
"female",185,61,66,59,63.2886945337621,62.5
"female",185,60,66,59,62.2086945337621,62.5
"female",185,58,66,59,60.0486945337621,62.5
"female",185,57,66,59,58.9686945337621,62.5
"male",186,66.5,65,67,63.9086945337621,66
"male",186,66,65,67,63.4086945337621,66
"male",186,66,65,67,63.4086945337621,66
"female",186,65,65,67,67.6086945337621,66
"female",187,63,65,67,65.4486945337621,66
"male",188,63,65,66,60.4086945337621,65.5
"female",188,63,65,66,65.4486945337621,65.5
"female",188,63,65,66,65.4486945337621,65.5
"female",188,60,65,66,62.2086945337621,65.5
"male",189,67,65,66,64.4086945337621,65.5
"male",189,66,65,66,63.4086945337621,65.5
"male",189,65,65,66,62.4086945337621,65.5
"female",189,65,65,66,67.6086945337621,65.5
"female",189,61,65,66,63.2886945337621,65.5
"male",190,69,65,65,66.4086945337621,65
"male",190,68,65,65,65.4086945337621,65
"male",190,68,65,65,65.4086945337621,65
"female",190,65,65,65,67.6086945337621,65
"female",190,65,65,65,67.6086945337621,65
"female",190,62,65,65,64.3686945337621,65
"female",190,62,65,65,64.3686945337621,65
"female",190,61,65,65,63.2886945337621,65
"female",190,59,65,65,61.1286945337621,65
"male",191,70.7,65,65.5,68.1086945337621,65.25
"female",191,65.5,65,65.5,68.1486945337621,65.25
"male",192,69.2,65,65,66.6086945337621,65
"male",192,69,65,65,66.4086945337621,65
"male",192,68,65,65,65.4086945337621,65
"male",192,67.7,65,65,65.1086945337621,65
"female",192,64.5,65,65,67.0686945337621,65
"female",192,60.5,65,65,62.7486945337621,65
"male",193,67,65,64,64.4086945337621,64.5
"male",193,67,65,64,64.4086945337621,64.5
"female",193,64,65,64,66.5286945337621,64.5
"female",193,64,65,64,66.5286945337621,64.5
"female",193,62.5,65,64,64.9086945337621,64.5
"female",193,60.5,65,64,62.7486945337621,64.5
"male",194,70,65,63,67.4086945337621,64
"female",194,63,65,63,65.4486945337621,64
"male",195,66,65,63,63.4086945337621,64
"male",195,66,65,63,63.4086945337621,64
"female",195,63,65,63,65.4486945337621,64
"male",196,71,65.5,63,68.4086945337621,64.25
"male",196,71,65.5,63,68.4086945337621,64.25
"male",196,69,65.5,63,66.4086945337621,64.25
"female",196,63.5,65.5,63,65.9886945337621,64.25
"male",197,68,65.5,60,65.4086945337621,62.75
"male",197,68,65.5,60,65.4086945337621,62.75
"male",197,67,65.5,60,64.4086945337621,62.75
"male",197,67,65.5,60,64.4086945337621,62.75
"female",197,62,65.5,60,64.3686945337621,62.75
"male",198,71.5,64,64,68.9086945337621,64
"male",198,68,64,64,65.4086945337621,64
"female",198,65.5,64,64,68.1486945337621,64
"female",198,64,64,64,66.5286945337621,64
"female",198,62,64,64,64.3686945337621,64
"female",198,62,64,64,64.3686945337621,64
"female",198,61,64,64,63.2886945337621,64
"male",199,70.5,64,64,67.9086945337621,64
"male",199,68,64,64,65.4086945337621,64
"female",199,67,64,64,69.7686945337621,64
"female",199,65,64,64,67.6086945337621,64
"female",199,64,64,64,66.5286945337621,64
"female",199,64,64,64,66.5286945337621,64
"female",199,60,64,64,62.2086945337621,64
"male",200,64.5,64,63,61.9086945337621,63.5
"male",201,66,64,60,63.4086945337621,62
"female",201,60,64,60,62.2086945337621,62
"female",202,68.5,63,63.5,71.3886945337621,63.25
"female",202,63,63,63.5,65.4486945337621,63.25
"male",203,64,62,66,61.4086945337621,64
"female",203,62,62,66,64.3686945337621,64
"female",203,61,62,66,63.2886945337621,64
"male",204,66.5,62.5,63,63.9086945337621,62.75
"female",204,57,62.5,63,58.9686945337621,62.75
"male",205,72,68.5,65,69.4086945337621,66.75
"male",205,70.5,68.5,65,67.9086945337621,66.75
"male",205,68.7,68.5,65,66.1086945337621,66.75
"male",205,68.5,68.5,65,65.9086945337621,66.75
"male",205,67.7,68.5,65,65.1086945337621,66.75
"female",205,64,68.5,65,66.5286945337621,66.75
"female",205,63.5,68.5,65,65.9886945337621,66.75
"female",205,63,68.5,65,65.4486945337621,66.75
